Id,SalePrice
1700,247823.7881
1701,261111.8649
1702,265509.3327
1703,261348.8884
1704,298222.9255
1705,222268.6788
1706,454298.5876
1707,219270.8239
1708,205905.3253
1709,277972.9305
1710,218857.0124
1711,254744.8774
1712,264779.3894
1713,274649.6995
1714,221090.7702
1715,205889.7553
1716,184916.9093
1717,176213.5290
1718,138738.5860
1719,199144.0127
1720,244342.5365
1721,169216.8752
1722,132740.3505
1723,154704.6812
1724,217376.7150
1725,234684.3265
1726,187804.9967
1727,160065.6652
1728,181923.9832
1729,162322.6827
1730,165320.3921
1731,122105.4510
1732,130413.3068
1733,122038.0596
1734,124384.7992
1735,134189.7428
1736,116082.1807
1737,334509.9399
1738,209953.2545
1739,287937.7139
1740,223402.5072
1741,185617.5900
1742,171918.1456
1743,172399.5811
1744,300739.2280
1745,223287.0369
1746,202705.3748
1747,221433.6548
1748,226566.5395
1749,154618.9774
1750,133915.9468
1751,237576.8502
1752,123479.3829
1753,139352.4171
1754,199280.5621
1755,168814.7770
1756,130081.6185
1757,123497.7395
1758,141655.2286
1759,165377.6058
1760,165859.1983
1761,142683.1209
1762,177027.9957
1763,173880.6713
1764,115521.6695
1765,167058.1198
1766,175744.3195
1767,214219.3056
1768,146990.8205
1769,174470.7308
1770,143596.5375
1771,135212.6054
1772,136033.1394
1773,129637.0220
1774,129166.2864
1775,135608.6175
1776,123147.8491
1777,115648.0501
1778,137877.1552
1779,117854.3446
1780,172851.0356
1781,137856.7929
1782,94930.6131
1783,133656.6600
1784,101350.8063
1785,119497.6274
1786,143426.9311
1787,168535.5125
1788,57191.6604
1789,106747.9630
1790,84809.3593
1791,188386.9262
1792,152967.4391
1793,130808.4276
1794,146004.0530
1795,135946.3179
1796,123616.9160
1797,116569.7355
1798,126884.0207
1799,116393.6951
1800,128955.3017
1801,127011.5994
1802,135507.4015
1803,146972.4409
1804,139810.7381
1805,139706.9578
1806,114080.3926
1807,133470.9140
1808,127406.4426
1809,120723.7908
1810,146047.3998
1811,103532.8975
1812,100104.6773
1813,120459.4833
1814,97361.4158
1815,55371.8432
1816,93295.0172
1817,107002.0775
1818,136549.5142
1819,122541.7475
1820,50250.8885
1821,114171.6781
1822,148402.6265
1823,41312.2613
1824,139033.9644
1825,134593.3423
1826,102119.6614
1827,107123.8750
1828,140689.3530
1829,112240.0866
1830,136991.0718
1831,164356.4268
1832,84473.7531
1833,133127.6457
1834,120511.5763
1835,141591.8839
1836,123089.7603
1837,92662.0402
1838,120170.2226
1839,86853.7818
1840,158733.4058
1841,145960.3939
1842,78855.5695
1843,134037.4339
1844,136674.4652
1845,138879.8186
1846,157043.3297
1847,160840.2102
1848,56584.1779
1849,113845.1156
1850,120360.0979
1851,160366.5280
1852,132640.5972
1853,133074.0185
1854,169368.5023
1855,139374.0721
1856,222440.0470
1857,167242.1198
1858,132046.0722
1859,120448.9280
1860,145238.3643
1861,120821.4138
1862,315924.6913
1863,308838.3154
1864,308838.3154
1865,332307.5381
1866,328501.3389
1867,238557.5398
1868,305764.9530
1869,203746.5226
1870,239290.2564
1871,244317.5791
1872,171312.6220
1873,231017.1744
1874,149265.5867
1875,210864.9820
1876,192397.0108
1877,215198.0322
1878,207867.6554
1879,136521.2335
1880,136328.0764
1881,241667.8930
1882,249143.1663
1883,193091.7322
1884,210868.2610
1885,247291.5199
1886,302149.9985
1887,203264.6886
1888,276392.8154
1889,163632.0603
1890,129527.7532
1891,137417.0035
1892,111256.6065
1893,133537.4534
1894,130008.8359
1895,140828.7108
1896,128778.0862
1897,108829.5796
1898,107642.5492
1899,151284.6311
1900,154544.4802
1901,172669.3421
1902,142534.8767
1903,208277.2208
1904,136190.2877
1905,184047.1624
1906,173445.5558
1907,202589.5806
1908,113102.6197
1909,137276.7687
1910,121782.6201
1911,200160.2402
1912,312263.2744
1913,148195.4199
1914,55521.9746
1915,303456.1872
1916,65975.0330
1917,265280.3504
1918,138227.9349
1919,164407.8223
1920,139103.4717
1921,435912.1241
1922,330679.3389
1923,213696.2085
1924,212500.0810
1925,213168.9137
1926,401805.8205
1927,139531.1303
1928,161905.1215
1929,125793.2202
1930,133119.6903
1931,142580.9456
1932,134882.8471
1933,175706.1534
1934,178952.6707
1935,174510.6825
1936,184994.0260
1937,180824.9549
1938,166271.8359
1939,243928.3706
1940,193653.4828
1941,170831.3474
1942,185950.1510
1943,198321.6482
1944,332283.6311
1945,381367.9205
1946,148819.0393
1947,308130.1650
1948,182450.4065
1949,244460.7536
1950,180376.1881
1951,271759.7168
1952,223909.4669
1953,166371.4815
1954,194256.0761
1955,132231.4318
1956,290567.9133
1957,153078.5924
1958,308969.8412
1959,137831.2138
1960,114087.5613
1961,116752.1448
1962,99746.9598
1963,105431.6076
1964,109885.8667
1965,152297.8880
1966,150385.7281
1967,286325.3114
1968,413241.0239
1969,390884.0517
1970,425266.1598
1971,439849.4745
1972,385907.5500
1973,259805.5807
1974,312315.9554
1975,447124.8918
1976,265694.8225
1977,368864.7858
1978,366203.3938
1979,336528.4050
1980,187696.1504
1981,361142.9567
1982,215862.0085
1983,204327.4587
1984,167806.3392
1985,215113.1252
1986,216111.8205
1987,173836.5783
1988,178496.4535
1989,189875.4691
1990,217302.8914
1991,228815.8746
1992,208044.5926
1993,166047.8501
1994,243993.7701
1995,185883.4884
1996,255456.0155
1997,330170.0265
1998,350370.4823
1999,258615.3268
2000,317193.0640
2001,260836.0609
2002,243038.0915
2003,262615.6195
2004,266533.9542
2005,221481.4801
2006,221966.6004
2007,251288.5979
2008,215562.5616
2009,188910.3057
2010,193078.2496
2011,143371.4351
2012,177759.5028
2013,182753.6159
2014,186956.0256
2015,201674.5846
2016,194174.4972
2017,199485.4324
2018,125254.1670
2019,136611.5796
2020,112408.5702
2021,110354.7396
2022,186542.2353
2023,138032.4606
2024,246076.4371
2025,360953.4652
2026,177090.2591
2027,150288.1936
2028,151283.2988
2029,168804.4321
2030,280550.8072
2031,249089.3712
2032,266302.9861
2033,271209.0257
2034,164313.1775
2035,204956.0373
2036,189307.7462
2037,194176.7886
2038,320364.2389
2039,212112.0478
2040,320211.6081
2041,282550.4606
2042,201418.4684
2043,172875.0370
2044,172033.8099
2045,212985.2577
2046,136495.7711
2047,146360.9545
2048,136546.5292
2049,138748.0265
2050,185584.0612
2051,111651.1530
2052,131627.4656
2053,149627.7853
2054,84384.5792
2055,163243.2188
2056,136872.6754
2057,122087.0143
2058,222861.2363
2059,132820.3702
2060,169947.8148
2061,177203.5190
2062,134214.1349
2063,112138.5036
2064,141217.9739
2065,127038.0081
2066,167691.4465
2067,119162.2771
2068,139095.3488
2069,85192.6107
2070,113909.0802
2071,95481.7277
2072,115346.5828
2073,135712.2640
2074,187436.0391
2075,148627.9656
2076,120028.9192
2077,152761.0132
2078,130187.2639
2079,130336.8484
2080,114346.4897
2081,121894.6555
2082,127686.8352
2083,141570.2009
2084,109777.4812
2085,123206.3389
2086,125415.4885
2087,119992.4985
2088,100835.7137
2089,76873.7744
2090,132326.8292
2091,120790.8142
2092,127479.1166
2093,124430.1157
2094,127025.7436
2095,155575.3817
2096,82250.7773
2097,95395.7807
2098,147216.9895
2099,63373.8103
2100,89232.3017
2101,124360.8453
2102,130711.5617
2103,103064.5356
2104,128269.0741
2105,121578.1718
2106,69590.7693
2107,227062.1364
2108,115768.7939
2109,114551.6301
2110,136324.8181
2111,150273.8497
2112,135619.2282
2113,120788.6877
2114,109647.6997
2115,160144.2937
2116,124900.1729
2117,150596.3056
2118,118093.3789
2119,108006.7046
2120,121458.2531
2121,101734.5270
2122,105189.8808
2123,86626.4741
2124,173985.7635
2125,121242.3873
2126,148408.1404
2127,143867.5333
2128,126145.7361
2129,104749.3401
2130,138195.6110
2131,144268.3177
2132,117177.0895
2133,121659.7606
2134,114355.5761
2135,97178.1537
2136,72150.3520
2137,114673.1378
2138,132437.7047
2139,152671.3977
2140,142303.2634
2141,145181.5758
2142,134032.9284
2143,140042.3131
2144,122746.4150
2145,135779.1363
2146,162765.0792
2147,138281.6619
2148,124511.2711
2149,144300.0012
2150,213899.9247
2151,122849.3107
2152,182441.0656
2153,168604.6305
2154,112102.0848
2155,134386.6509
2156,291651.4976
2157,231648.1240
2158,232080.1450
2159,216876.2616
2160,169818.4202
2161,241087.7209
2162,380226.1007
2163,347120.4855
2164,246040.8566
2165,181197.9546
2166,152268.8098
2167,217727.4865
2168,199051.6005
2169,195953.0199
2170,218462.3996
2171,147500.9298
2172,137822.4451
2173,169565.8876
2174,235308.6879
2175,306449.9363
2176,319137.8441
2177,247771.1743
2178,211573.0087
2179,141526.5542
2180,216748.9767
2181,185860.7602
2182,224232.3971
2183,192865.5292
2184,130289.7843
2185,126815.7247
2186,147240.7591
2187,153654.0880
2188,164638.4867
2189,229660.6828
2190,82353.5141
2191,84472.2879
2192,97689.7876
2193,104090.8712
2194,103495.2381
2195,114656.0543
2196,101975.7032
2197,119164.4738
2198,159766.2864
2199,168191.6212
2200,135060.9183
2201,143034.5889
2202,201263.5962
2203,141512.8676
2204,180139.9165
2205,107205.2651
2206,139033.9732
2207,201735.1064
2208,245233.7066
2209,207862.6634
2210,120900.6798
2211,115661.1843
2212,112637.9143
2213,107631.3146
2214,130536.3786
2215,108281.2978
2216,148640.9891
2217,95217.4397
2218,70988.3450
2219,72693.5375
2220,70201.8685
2221,304826.0423
2222,266624.4622
2223,281210.9955
2224,211951.5208
2225,119515.8264
2226,178984.0129
2227,202394.5978
2228,267550.9884
2229,240824.0704
2230,159705.4500
2231,215876.1772
2232,174780.1287
2233,173569.0156
2234,236051.2608
2235,226958.1012
2236,274011.7344
2237,361133.5139
2238,209017.1455
2239,120359.9676
2240,160960.2110
2241,161115.9462
2242,128345.1791
2243,125538.5193
2244,108837.6807
2245,105470.3730
2246,147894.4127
2247,109529.9126
2248,124007.5052
2249,126148.6818
2250,134843.6740
2251,119858.5922
2252,170820.6956
2253,157644.6995
2254,177487.1285
2255,188821.8839
2256,182330.9609
2257,203406.3490
2258,170518.9295
2259,177357.7898
2260,165692.2080
2261,188425.4693
2262,203126.9065
2263,344505.6184
2264,432458.2679
2265,175240.5799
2266,288357.0884
2267,362279.0313
2268,385270.3242
2269,146472.0863
2270,183725.8713
2271,233181.5224
2272,201904.5574
2273,162281.3367
2274,173471.5922
2275,168387.4787
2276,181838.4268
2277,171982.5770
2278,148158.2589
2279,133577.0690
2280,126575.6010
2281,165901.9616
2282,177465.7502
2283,105292.0115
2284,106247.6525
2285,149221.8248
2286,125825.9634
2287,354990.1410
2288,271580.7259
2289,375841.3397
2290,447846.1158
2291,317726.7449
2292,411293.3134
2293,459033.4607
2294,400632.7720
2295,434868.2875
2296,279549.2117
2297,299442.5097
2298,321117.7922
2299,381950.7215
2300,337469.1448
2301,277515.6825
2302,240487.8511
2303,241915.0967
2304,254366.3606
2305,182601.6139
2306,179615.8322
2307,182457.8086
2308,224561.7703
2309,283909.7498
2310,210098.2603
2311,198725.6479
2312,174995.0355
2313,176041.6557
2314,175127.2416
2315,178108.0512
2316,179304.6849
2317,184492.3254
2318,178484.2114
2319,176954.8983
2320,194009.3331
2321,239974.9664
2322,173903.1298
2323,178977.6471
2324,168991.4684
2325,206837.1570
2326,164252.2413
2327,212232.9978
2328,224395.0683
2329,183411.0410
2330,175267.9962
2331,367572.6804
2332,396382.5132
2333,312504.8168
2334,264686.2085
2335,264039.1711
2336,334411.9056
2337,198520.8004
2338,269000.5613
2339,221776.5036
2340,406286.7877
2341,211155.2880
2342,230925.9494
2343,224229.8490
2344,232574.0632
2345,249381.7298
2346,212141.6775
2347,194508.4910
2348,232259.9596
2349,165691.5050
2350,283727.9283
2351,257046.9944
2352,252409.3795
2353,248845.7964
2354,138342.4120
2355,153111.2081
2356,149560.0614
2357,199242.4035
2358,195602.8522
2359,125952.6112
2360,115347.1222
2361,140632.5770
2362,275916.3160
2363,139080.9701
2364,160875.1501
2365,219804.4471
2366,192861.7608
2367,221779.3067
2368,211263.5425
2369,220670.1739
2370,170813.9934
2371,167724.6134
2372,184458.1195
2373,270159.4910
2374,319541.8510
2375,252764.7057
2376,300187.6092
2377,365771.4503
2378,138998.9322
2379,194611.2469
2380,142159.2662
2381,161377.7369
2382,199432.6349
2383,203696.5990
2384,237452.5963
2385,158148.1493
2386,139860.1613
2387,136034.3203
2388,104429.7976
2389,124770.5477
2390,141403.6232
2391,141151.0947
2392,116611.0416
2393,169681.1382
2394,145940.7300
2395,203552.6199
2396,144555.7912
2397,222738.7387
2398,128846.2251
2399,64228.1500
2400,59731.9609
2401,115172.3856
2402,140167.0044
2403,132895.3156
2404,149783.1296
2405,161485.9919
2406,142914.5415
2407,128897.5728
2408,141881.7668
2409,131155.0593
2410,165515.7298
2411,119037.1153
2412,159651.0930
2413,134650.5084
2414,141996.6128
2415,131666.2990
2416,130432.7138
2417,133688.0156
2418,126782.9971
2419,119636.0570
2420,125178.9404
2421,150013.1012
2422,117852.9898
2423,125911.8242
2424,153869.9411
2425,207926.7990
2426,133233.4325
2427,133472.6436
2428,172796.2353
2429,117704.3410
2430,128674.0570
2431,109872.2600
2432,142984.1216
2433,149403.3764
2434,141323.1549
2435,147551.7346
2436,110562.0985
2437,109793.2815
2438,127832.3677
2439,107730.2722
2440,121247.2527
2441,99701.2888
2442,103706.4143
2443,116958.1705
2444,126982.5353
2445,80408.1542
2446,123162.5729
2447,186449.7893
2448,138066.6649
2449,110154.5345
2450,146254.9641
2451,129142.9726
2452,213199.5232
2453,92964.7532
2454,130594.6758
2455,121796.1102
2456,137334.4499
2457,128126.0714
2458,116758.0047
2459,109494.8050
2460,136619.9090
2461,117706.2662
2462,143306.2685
2463,124843.4119
2464,159223.7618
2465,138301.4849
2466,110320.6548
2467,138988.0790
2468,76077.8037
2469,75004.3249
2470,188296.4618
2471,204419.8277
2472,150939.2171
2473,121063.2825
2474,87855.3273
2475,222703.7497
2476,114208.9217
2477,130409.4218
2478,156903.6899
2479,110838.2229
2480,150078.1587
2481,124259.9049
2482,129184.6121
2483,117056.8351
2484,122062.5562
2485,122882.7925
2486,161002.7633
2487,188902.4223
2488,158868.3592
2489,150189.5523
2490,156297.3389
2491,91990.8423
2492,180023.0247
2493,153693.7722
2494,157909.5140
2495,87184.9619
2496,251001.4996
2497,151751.6816
2498,111055.3087
2499,94402.3492
2500,129810.8446
2501,140207.1241
2502,149330.2302
2503,95361.7819
2504,181062.2519
2505,221781.3853
2506,254095.2761
2507,299891.8749
2508,257106.6217
2509,210699.2441
2510,226636.8351
2511,182500.4686
2512,200794.4561
2513,215174.7230
2514,236180.1523
2515,152992.0972
2516,167373.0800
2517,144373.3613
2518,153314.8627
2519,221808.3699
2520,206472.9200
2521,192617.2005
2522,221309.3558
2523,130900.9646
2524,139582.1386
2525,150566.7534
2526,139516.9801
2527,118076.2420
2528,132231.1380
2529,139629.3366
2530,123220.8234
2531,257300.3794
2532,221305.9731
2533,196184.7315
2534,229533.4151
2535,325694.9734
2536,237818.0017
2537,218446.7634
2538,180651.5463
2539,186017.7182
2540,171955.7891
2541,182554.9818
2542,171414.7084
2543,129813.3516
2544,128939.0957
2545,137738.2882
2546,135313.4108
2547,140004.7069
2548,153777.2697
2549,162798.6414
2550,296473.5986
2551,138950.8460
2552,129154.6021
2553,75622.0820
2554,114953.1391
2555,122759.3724
2556,108536.8674
2557,117111.2320
2558,164626.7944
2559,134012.1680
2560,134784.6184
2561,145109.4315
2562,129424.5006
2563,152818.4707
2564,185499.3411
2565,135144.8980
2566,155512.6672
2567,126796.0095
2568,194732.1307
2569,198987.9145
2570,120319.5129
2571,163367.5753
2572,170257.8466
2573,214415.2931
2574,264649.4041
2575,133595.5616
2576,123816.0976
2577,156112.6298
2578,85588.7048
2579,65064.2395
2580,117521.5170
2581,112414.2916
2582,107327.7902
2583,257541.8822
2584,161226.4006
2585,174941.5173
2586,214657.6804
2587,193919.6004
2588,154104.8680
2589,146997.8096
2590,221036.6388
2591,225955.0775
2592,219078.3845
2593,252347.7895
2594,179832.2063
2595,201624.3953
2596,328276.2898
2597,188488.1788
2598,281206.7114
2599,324197.7651
2600,177840.5364
2601,146843.1030
2602,79746.6349
2603,101409.0726
2604,89410.6650
2605,71583.1405
2606,143909.3227
2607,182065.9138
2608,205665.2641
2609,167187.1109
2610,115661.0938
2611,131220.6532
2612,149567.1059
2613,130714.1253
2614,129004.1691
2615,154924.8720
2616,141615.7717
2617,178848.5268
2618,189239.2855
2619,202448.1390
2620,181750.7303
2621,179969.4051
2622,182872.4998
2623,246711.0687
2624,287050.3252
2625,317858.6076
2626,166055.4015
2627,178755.5529
2628,433158.8955
2629,506208.3691
2630,357771.0018
2631,429979.9689
2632,408930.1665
2633,305086.0409
2634,386933.3437
2635,152729.5518
2636,184765.1456
2637,180572.6149
2638,265161.3862
2639,188950.0406
2640,150300.3023
2641,103232.1966
2642,190215.0449
2643,104545.6547
2644,126037.7030
2645,105643.0507
2646,98294.6489
2647,104077.1999
2648,142503.7688
2649,147968.2350
2650,144954.3251
2651,148334.9436
2652,405691.7140
2653,247682.7814
2654,245812.3688
2655,387814.0210
2656,323075.5309
2657,353373.0159
2658,290942.9206
2659,315129.2141
2660,350297.7227
2661,349700.6936
2662,357212.8772
2663,281430.7153
2664,277001.3188
2665,328526.8763
2666,288214.4760
2667,168787.6564
2668,182682.0770
2669,171923.5933
2670,292113.0789
2671,183983.3953
2672,185192.1106
2673,208458.8230
2674,200362.7200
2675,170001.0108
2676,185537.9620
2677,192758.8107
2678,261648.4140
2679,273447.2971
2680,276575.5505
2681,409122.9397
2682,333114.0409
2683,510815.9034
2684,319778.9322
2685,336075.3636
2686,261715.2493
2687,326748.5476
2688,224441.6144
2689,211296.0470
2690,439402.4694
2691,187901.0283
2692,138694.5983
2693,194962.3464
2694,139493.8299
2695,193552.0739
2696,186792.3867
2697,188600.0760
2698,196525.5747
2699,171865.3580
2700,158640.6988
2701,153854.3947
2702,108708.9720
2703,141234.9407
2704,138875.6091
2705,120123.6053
2706,118449.0894
2707,126669.9137
2708,140047.4617
2709,116814.8255
2710,129341.8853
2711,293139.0265
2712,380702.6426
2713,172400.3469
2714,153138.5503
2715,168936.8077
2716,153622.2067
2717,181373.5768
2718,231681.6373
2719,154154.3090
2720,173479.9386
2721,137609.9827
2722,162681.4160
2723,147061.2848
2724,130259.0741
2725,137832.7533
2726,147486.1959
2727,176208.1012
2728,167220.1081
2729,154777.4211
2730,145006.3966
2731,129286.3033
2732,122044.6352
2733,159249.0328
2734,149119.6036
2735,134721.3049
2736,140445.3470
2737,125379.4004
2738,133834.3836
2739,160620.7571
2740,139624.2814
2741,150851.5534
2742,153290.8309
2743,150240.5676
2744,159477.5105
2745,141047.6910
2746,140320.0176
2747,149693.4459
2748,120543.4629
2749,130221.6494
2750,137499.4253
2751,135690.0817
2752,197910.0957
2753,144413.4425
2754,236558.7600
2755,128810.0867
2756,102682.1063
2757,72701.6248
2758,86875.7655
2759,157364.7011
2760,119660.6237
2761,143638.6404
2762,146132.6675
2763,192422.5624
2764,160213.4739
2765,286654.6641
2766,141353.0407
2767,86431.7302
2768,129829.4841
2769,133715.7121
2770,153754.0824
2771,116595.7138
2772,121109.7471
2773,149388.9248
2774,131360.2288
2775,123037.6758
2776,140079.9565
2777,151704.6313
2778,114232.4973
2779,124257.1179
2780,98088.5960
2781,96209.1385
2782,94179.0672
2783,102243.4094
2784,125444.9087
2785,134054.0119
2786,79250.5752
2787,120499.7633
2788,73597.0356
2789,186441.9233
2790,94211.3475
2791,114922.2689
2792,58675.2874
2793,187512.9835
2794,101727.9619
2795,118475.4648
2796,104753.2004
2797,194674.0476
2798,114345.3138
2799,117068.0397
2800,64476.2018
2801,110763.6314
2802,137350.5775
2803,160909.8117
2804,144044.7422
2805,102843.3662
2806,81146.9902
2807,163792.5949
2808,148969.4647
2809,135198.9052
2810,133719.6434
2811,155884.9452
2812,146720.8967
2813,162126.8839
2814,163470.8975
2815,106830.5088
2816,239511.4782
2817,150792.7770
2818,131272.8283
2819,172091.7027
2820,136706.2502
2821,109148.7690
2822,195578.9162
2823,283478.5512
2824,174638.4732
2825,163186.7892
2826,132298.2033
2827,142005.5348
2828,214098.0213
2829,184833.0200
2830,232835.6587
2831,181391.3244
2832,245844.6723
2833,287195.8066
2834,211401.4692
2835,209991.9532
2836,189999.9953
2837,160102.3704
2838,154515.7768
2839,180160.1564
2840,199557.9974
2841,203154.9385
2842,218593.1957
2843,147378.4719
2844,158488.8743
2845,126380.5803
2846,207429.6948
2847,195883.3255
2848,204520.5644
2849,205937.2147
2850,278487.3024
2851,235823.4353
2852,234677.5619
2853,237934.3767
2854,141506.7197
2855,202941.0165
2856,200695.0061
2857,185833.4467
2858,203041.5718
2859,124080.5472
2860,123869.3405
2861,135461.9216
2862,197254.6206
2863,129420.1646
2864,254591.8925
2865,142415.8122
2866,141106.7795
2867,93932.7389
2868,105085.2166
2869,105311.5050
2870,125001.8281
2871,90560.2033
2872,50952.0200
2873,107181.0369
2874,138691.6527
2875,115762.5493
2876,167843.8284
2877,141299.9761
2878,172606.8084
2879,141627.1460
2880,100108.4235
2881,146416.8329
2882,165714.3046
2883,190336.0194
2884,195103.2912
2885,188822.3546
2886,216431.8806
2887,96837.3787
2888,135120.3070
2889,53159.6485
2890,81592.2383
2891,128418.7089
2892,48130.6490
2893,96338.5605
2894,57706.8179
2895,305878.9369
2896,279505.3394
2897,203324.0266
2898,150865.4082
2899,222393.2684
2900,155027.0259
2901,205006.0599
2902,180742.0304
2903,346500.2146
2904,362137.5087
2905,97483.8948
2906,212158.5482
2907,113044.8731
2908,133290.8865
2909,144217.5394
2910,83335.0618
2911,78290.9935
2912,146146.5368
2913,86260.2807
2914,76421.3197
2915,81683.3655
2916,83006.0927
2917,167933.2916
2918,123751.9504
2919,228257.5433
